The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
中山區,房地(土地+建物),臺北市中山區民權東路三段６８號三樓,20.94,商,,,1081123,土地1建物2車位0,三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,751125,211.86,3,2,2,有,有,43570000,205655,,0,0,,RPXOMLOLKIOFFCA58CA,148.17,0,22.03,,
中山區,房地(土地+建物),臺北市中山區德惠街３１號七樓之２,6.64,商,,,1081115,土地1建物2車位0,七層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,670308,58.77,3,1,1,有,有,8500000,144632,,0,0,含增建或未登記建物。；,RPSPMLOLKIOFFCA18CA,42.19,0,6.44,,
中山區,房地(土地+建物),臺北市中山區新生北路三段４３號八樓之２５,6.57,住,,,1081209,土地2建物1車位0,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,670301,51.73,1,1,1,有,有,7500000,144984,,0,0,受債權債務影響或債務抵償之交易。；,RPQNMLNLKIOFFCA67CA,35.62,0,3.09,,
內湖區,房地(土地+建物),臺北市內湖區內湖路一段９１巷２４弄２０號二樓,47.1,工,,,1081123,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,691210,132.32,3,2,1,有,無,15000000,113362,,0,0,,RPUQMLKLKIOFFCA08CA,111.77,5.87,14.68,,
中山區,房地(土地+建物),臺北市中山區北安路518巷14弄23號2樓,17.18,商,,,1081005,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,750110,83.15,0,1,1,有,無,15500000,186410,,0,0,含增建或未登記建物。；,RPQRMLTKKIOFFCA58CA,67.02,0,5.23,,
中山區,房地(土地+建物),臺北市中山區中山北路二段115巷3弄10號5樓之1、5樓之2,9.84,商,,,1081024,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,710825,63.44,2,1,1,有,無,11450000,180485,,0,0,含增建或未登記建物。；,RPRRMLTKKIOFFCA68CA,42.55,7.39,0,,
中山區,房地(土地+建物),臺北市中山區雙城街23巷18之1號3樓,8.07,商,,,1081117,土地1建物1車位0,三層,六層,辦公商業大樓,商業用,鋼筋混凝土造,690728,47.43,1,1,1,有,無,8350000,176049,,0,0,含增建或未登記建物。；,RPSRMLTKKIOFFCA78CA,35.2,0,4.42,,
中山區,房地(土地+建物),臺北市中山區撫順街9號4樓,8.57,商,,,1081107,土地1建物2車位0,四層,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,770116,65.4,1,2,1,有,有,12680000,193884,,0,0,,RPURMLTKKIOFFCA98CA,44.25,0.64,8.22,,
中山區,房地(土地+建物),臺北市中山區德惠街５２號八樓之１４,2.71,商,,,1081208,土地1建物1車位0,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,710227,29.55,1,0,1,有,有,4700000,159052,,0,0,,RPXOMLTKKIOFFCA98CA,21.79,0,3.58,,
內湖區,房地(土地+建物),臺北市內湖區內湖路一段７３７巷３３弄５號四樓,33.26,住,,,1081126,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700327,128.78,3,2,2,有,無,16500000,128125,,0,0,,RPSPMLKLKIOFFCA77CA,107.64,0,21.14,,
中山區,房地(土地+建物),臺北市中山區新生北路三段64號6樓之7,3.11,商,,,1080902,土地4建物1車位0,六層,十層,套房(1房1廳1衛),商業用,鋼筋混凝土造,681224,31.56,0,1,1,有,有,4360000,138150,,0,0,含增建或未登記建物。；,RPQNMLKLKIOFFCA37CA,20.52,0,3.08,,
中山區,房地(土地+建物),臺北市中山區龍江路１６２號二樓,28,商,,,1081107,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住商用,加強磚造,591205,89.41,3,2,2,有,無,14850000,166089,,0,0,,RPVQMLKMKIOFFCA28CA,89.41,0,0,,
中山區,房地(土地+建物),臺北市中山區新生北路二段６８巷１５號七樓之２,6.46,商,,,1081202,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970813,70.01,2,1,1,有,有,13300000,189973,,0,0,,RPWSMLKMKIOFFCA58CA,38.97,2.97,2.64,,
內湖區,房地(土地+建物),臺北市內湖區成功路四段１６７巷１６號九樓之７,14.93,住,,,1081123,土地1建物1車位0,九層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840128,79.11,2,2,1,有,有,17230000,217798,,0,0,,RPSRMLKMKIOFFCA08CA,64.27,1.94,4.65,,
中山區,房地(土地+建物),臺北市中山區松江路2號4樓之2,2.51,商,,,1081110,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,701208,35.53,1,1,1,有,有,7300000,205460,,0,0,,RPSNMLRLKIOFFCA28CA,26.63,0,0,,
內湖區,房地(土地+建物),臺北市內湖區內湖路一段９１巷９２弄４４號,49.31,住,,,1081120,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,771129,160.74,5,2,3,有,有,21580000,134254,,0,0,,RPWPMLRJJHPFFCA58CA,63.28,84.96,0,,
中山區,房地(土地+建物),臺北市中山區長安東路二段１７１號７樓之７,8.08,商,,,1081120,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,720127,103.03,3,2,2,有,有,19200000,186353,,0,0,,RPXPMLQKJHPFFCA68CA,70.59,0,17.16,,
大同區,房地(土地+建物),臺北市大同區太原路５２號,38.5,商,,,1081028,土地2建物1車位0,全,四層,透天厝,,加強磚造,,104.85,0,0,0,無,無,38780000,369862,,0,0,,RPPOMLLLJHPFFBA27CA,104.85,0,0,,
大同區,房地(土地+建物),臺北市大同區大龍街79巷17號五樓,17.83,住,,,1081029,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,560921,38.69,2,1,1,有,無,5000000,129232,,0,0,親友、員工或其他特殊關係間之交易。；,RPXOMLPKJHPFFBA38CA,35.94,0,2.75,,
萬華區,房地(土地+建物),臺北市萬華區長順街６０巷２０號,61,住,,,1081031,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,,81.42,3,2,3,有,無,16000000,196512,,0,0,含增建或未登記建物。；,RPWNMLQKJHPFFBA28CA,81.42,0,0,,
萬華區,房地(土地+建物),臺北市萬華區康定路２５巷１１號四樓,14,商,,,1081120,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,33.56,1,1,1,有,無,4800000,143027,,0,0,親友、員工或其他特殊關係間之交易。；,RPPNMLNKJHPFFBA27CA,33.56,0,0,,
松山區,房地(土地+建物),臺北市松山區八德路三段74巷35弄3之1號2樓,44.7,住,,,1081105,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640317,121.14,3,2,2,有,有,20380000,168235,,0,0,含增建或未登記建物。；,RPQOMLKLKIOFFDA57CA,0,0,0,,
信義區,房地(土地+建物),臺北市信義區吳興街361巷23弄10號4樓,28.54,住,,,1080923,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690702,104.62,3,2,2,有,無,16800000,160581,,0,0,含增建或未登記建物。；,RPQNMLKLKIOFFDA47CA,90.86,0,13.76,,
松山區,房地(土地+建物),臺北市松山區民權東路三段１６０巷２號三樓之１８,16.46,住,,,1081118,土地1建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,690801,69.33,2,1,1,有,有,17000000,245204,,0,0,含增建或未登記建物。；,RPUOMLKLKIOFFDA97CA,67.47,0,1.86,,
信義區,房地(土地+建物),臺北市信義區基隆路二段１８７號,8.76,商,,,1081112,土地3建物1車位0,一層，騎樓,二十一層,店面(店鋪),商業用,鋼筋混凝土造,860221,131.8,0,0,0,無,有,41500000,314871,,0,0,,RPUNMLMLKIOFFDA08CA,89.91,0,4.91,,
松山區,房地(土地+建物),臺北市松山區民生東路五段１５１號十三樓之１３,4.49,商,,,1081124,土地1建物1車位0,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,720129,52.34,2,1,1,有,有,9500000,181506,,0,0,含增建或未登記建物。；,RPWNMLOLKIOFFDA48CA,40.64,0,3.6,,
信義區,房地(土地+建物),臺北市信義區吳興街284巷39弄21號2樓,27.05,住,,,1081029,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,760916,105.54,3,2,2,有,無,14580000,138147,,0,0,含增建或未登記建物。；,RPQQMLTKKIOFFDA58CA,85.55,1.12,7.89,,
信義區,房地(土地+建物),臺北市信義區福德街８４巷１弄９號,30.75,住,,,1080925,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,73.79,4,1,1,有,無,9000000,121968,,0,0,親友、員工或其他特殊關係間之交易。；,RPOOMLQLKIOFFDA97CA,73.79,0,0,,
信義區,房地(土地+建物),臺北市信義區永吉路２７８巷１弄６號,34.1,住,,,1081114,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700108,83.15,3,2,2,有,無,10500000,126278,,0,0,親友、員工或其他特殊關係間之交易。；,RPSNMLSLKIOFFDA48CA,73.74,9.41,0,,
南港區,房地(土地+建物),臺北市南港區合順街８巷３弄１１號四樓,22,住,,,1081115,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,77,4,2,2,有,無,7820000,101558,,0,0,含增建或未登記建物。；,RPSPMLLMKIOFFDA08CA,77,0,0,,
中山區,房地(土地+建物),臺北市中山區長春路１００號,34.57,商,,,1081210,土地1建物2車位0,一層，騎樓,十二層,店面(店鋪),住家用,鋼筋混凝土造,640626,284.54,0,0,0,無,有,130000000,456878,,0,0,,RPRNMLQLKHPFFCA08CA,276.18,6.91,0,,
內湖區,房地(土地+建物),臺北市內湖區文湖街２１巷９２弄２號二樓,20.95,住,,,1081120,土地1建物1車位0,二層，三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830326,92.26,4,2,2,有,有,9000000,97550,,0,0,親友、員工或其他特殊關係間之交易。；二等親買賣,RPRRMLKMJHPFFCA87CA,53.08,2.34,5.36,,
北投區,房地(土地+建物),臺北市北投區石牌路一段５８巷１０號三樓,50,住,,,1081019,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,601008,97.81,3,2,1,有,無,17000000,173806,,0,0,,RPXNMLKLKIOFFEA28CA,87.8,0,10.01,,
士林區,房地(土地+建物),臺北市士林區天母西路13巷7號5樓,30.07,商,,,1081031,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,731113,158.02,3,2,2,有,有,26500000,167700,,0,0,含增建或未登記建物。；,RPQPMLTKKIOFFEA58CA,111.03,0,24.81,,
士林區,房地(土地+建物),臺北市士林區雨聲街55之1號5樓,16.62,住,,,1081102,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,750311,86.3,3,2,1,有,無,16140000,187022,,0,0,含增建或未登記建物。；,RPSPMLTKKIOFFEA78CA,72.25,0,9,,
士林區,房地(土地+建物),臺北市士林區中山北路六段172巷10號4樓,42.99,住,,,1081111,土地1建物1車位0,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1001223,153.64,3,2,2,有,有,35640000,231971,,0,0,含增建或未登記建物。；,RPTPMLTKKIOFFEA88CA,88.86,11.06,8.96,,
大安區,房地(土地+建物),臺北市大安區復興南路一段137號13樓之7,15.7,商,,,1081111,土地2建物1車位0,十三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,771115,179.73,4,2,2,有,有,56080000,312024,,0,0,,RPQNMLPJKHPFFFA97CA,130.65,4.93,15.15,,
大安區,房地(土地+建物),臺北市大安區基隆路二段164號10樓,5.97,商,,,1081028,土地3建物1車位0,十層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,780524,112.92,3,2,2,有,有,23000000,203684,,0,0,含增建或未登記建物。；,RPVOMLTKKIOFFFA09CA,90.34,3.83,6.3,,
大安區,房地(土地+建物),臺北市大安區安居街９８巷２０號二樓,38.25,住,,,1080915,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,110.62,2,2,1,有,無,16700000,150967,,0,0,,RPPPMLTKKIOFFFA58CA,96.18,0,14.44,,
大安區,房地(土地+建物),臺北市大安區敦化南路一段161巷24號3樓,44.75,住,,,1081117,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,108.58,3,2,1,有,無,25980000,239271,,0,0,含增建或未登記建物。；,RPPNMLKLKIOFFFA57CA,108.58,0,0,,
大安區,房地(土地+建物),臺北市大安區忠孝東路三段251巷14弄4之2號,37.25,住,,,1080922,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,550729,98.34,3,2,2,有,無,21960000,223307,,0,0,含增建或未登記建物。；,RPQNMLKLKIOFFFA67CA,84.84,0,13.5,,
大安區,房地(土地+建物),臺北市大安區和平東路二段３４５號七樓,12.25,商,,,1081106,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,740909,125.09,3,2,2,有,有,24500000,195859,,0,0,,RPUOMLPLKIOFFFA68CA,91.63,0,8.29,,
北投區,房地(土地+建物),臺北市北投區公館路３３４巷１４號,123,住,,,1081008,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,611221,158.62,4,3,2,有,無,23500000,148153,,0,0,親友、員工或其他特殊關係間之交易。；,RPVNMLLLKHPFFEA18CA,158.62,0,0,,
中正區,房地(土地+建物),臺北市中正區汀州路一段２３號,10,住,,,1081121,土地1建物1車位0,一層,十二層,店面(店鋪),商業用,鋼筋混凝土造,770129,82.92,1,1,0,有,無,20280000,244573,,0,0,含增建或未登記建物。,RPQOMLKMKIOFFAA47DA,73.98,4.78,0,,
文山區,房地(土地+建物),臺北市文山區景福街１２９號４樓,26,住,,,1081126,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,87.27,3,2,1,有,無,9210000,105535,,0,0,,RPTNMLNLKIOFFAA87DA,74.54,0,12.73,,
文山區,房地(土地+建物),臺北市文山區景福街２１巷２弄５號３樓,42,住,,,1081123,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,101.15,4,2,2,有,無,14000000,138408,,0,0,含增建或未登記建物。,RPSOMLKLKIOFFAA57DA,101.15,0,0,,
中山區,房地(土地+建物),臺北市中山區新生北路三段２６號８樓之１７,3.32,商,,,1081116,土地1建物1車位0,八層,十二層,套房(1房1廳1衛),商業用,鋼筋混凝土造,700703,31.28,1,1,1,有,有,5230000,167199,,0,0,,RPWQMLOLKIOFFCA78DA,25.22,0,0,,
中山區,房地(土地+建物),臺北市中山區龍江路２４７號,51.57,住,,,1081123,土地1建物1車位0,一層,七層,店面(店鋪),商業用,鋼筋混凝土造,710506,229.32,3,2,2,有,無,80000000,348857,,0,0,含增建或未登記建物。,RPSOMLQLKIOFFCA38DA,110.19,108.81,0,,
中山區,房地(土地+建物),臺北市中山區新生北路2段108號8樓之4,1.79,商,,,1081128,土地1建物1車位0,八層,十四層,套房(1房1廳1衛),商業用,鋼筋混凝土造,680119,24.02,0,0,0,無,有,3800000,158201,,0,0,,RPSPMLKKJHPFFCA67DA,18.42,0,0,,
中山區,房地(土地+建物),臺北市中山區合江街５８巷１９號２樓,37.14,住,,,1081119,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,750904,156.17,4,2,2,有,無,23250000,148876,,0,0,,RPSNMLNLKIOFFCA97DA,130.95,0,13.68,,
中山區,房地(土地+建物),臺北市中山區新生北路一段１１２號１２樓之５,5.65,商,,,1081118,土地1建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,701222,44.28,2,2,1,有,有,7700000,173893,,0,0,含增建或未登記建物。,RPTNMLNLKIOFFCA08DA,25.16,0,11.63,,
內湖區,房地(土地+建物),臺北市內湖區金龍路２２２巷１２號１０樓,20.09,住,,,1081116,土地1建物1車位0,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,821213,64.49,2,1,2,有,有,11550000,179098,,0,0,含增建或未登記建物。,RPWPMLNLKIOFFCA58DA,44.28,0,10.46,,
信義區,房地(土地+建物),臺北市信義區忠孝東路五段４１２號１３樓之３,6.9,商,,,1080919,土地2建物1車位0,十三層,十八層,辦公商業大樓,見使用執照,鋼筋混凝土造,860121,71.14,4,2,1,有,有,17500000,245994,,0,0,含增建或未登記建物。；,RPWOMLKLKIOFFDA28DA,46.8,0,0,,
信義區,房地(土地+建物),臺北市信義區松信路１６號４樓,30.19,住,,,1081109,土地3建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701229,107.79,3,2,2,有,無,15300000,141943,,0,0,,RPQPMLKLKIOFFDA77DA,92.28,0,6.99,,
信義區,房地(土地+建物),臺北市信義區吳興街６００巷７６弄９４號２樓,12.12,住,,,1081103,土地1建物1車位0,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800930,54.61,2,2,1,有,無,7950000,145578,,0,0,含增建或未登記建物。,RPSQMLRLKIOFFDA78DA,45.73,0.66,4.49,,
松山區,房地(土地+建物),臺北市松山區民生東路五段１５１號８樓之８,6.73,商,,,1081114,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,720129,77.36,2,2,1,有,有,17150000,221691,,0,0,含增建或未登記建物。,RPQPMLKMKIOFFDA87DA,59.36,0,6.09,,
松山區,房地(土地+建物),臺北市松山區八德路三段199巷19號四樓之5,14.72,住,,,1081209,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,730127,76.11,2,2,1,有,有,15650000,205623,,0,0,,RPUNMLRJKHPFFDA48DA,56.74,0,7.13,,
士林區,房地(土地+建物),臺北市士林區忠義街９１巷１６號３樓,31.72,住,,,1081123,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,750220,120.07,3,2,2,有,無,17900000,149080,,0,0,另有一儲藏室。,RPPNMLLLKIOFFEA67DA,104.54,0,12.71,,
士林區,房地(土地+建物),臺北市士林區承德路四段６巷１２號,27.94,住,,,1081118,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,113.69,4,2,2,有,無,22500000,197907,,0,0,含增建或未登記建物。權利人共二人。,RPWNMLQLKIOFFEA88DA,105.48,8.21,0,,
大安區,房地(土地+建物),臺北市大安區市民大道三段１５０巷１２弄１１號,50,住,,,1081128,土地2建物1車位0,全,二層,透天厝,,加強磚造,,61.06,7,1,2,有,無,20000000,327547,,0,0,含增建或未登記建物。,RPVNMLKLKIOFFFA28DA,61.06,0,0,,
大安區,房地(土地+建物),臺北市大安區和平東路三段３４６巷２５號２樓,16.25,住,,,1081121,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,45.67,2,1,2,有,無,7680000,168163,,0,0,含增建或未登記建物。；,RPWOMLTKKIOFFFA66DA,45.67,0,0,,
大安區,房地(土地+建物),臺北市大安區仁愛路四段２３２號８樓之４,1.95,其他,,,1081117,土地2建物1車位0,八層,十二層,套房(1房1廳1衛),,鋼筋混凝土造,,36.35,1,1,1,有,有,10100000,277854,,0,0,含增建或未登記建物。共有人2人。,RPTNMLSLKIOFFFA88DA,27.92,0,2.68,,
大安區,房地(土地+建物),臺北市大安區仁愛路四段３００巷２６弄６號２樓,28.62,住,,,1081101,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,142.71,5,2,3,有,有,38000000,266274,,0,0,含增建或未登記建物。,RPPPMLOLKIOFFFA28DA,122.61,0,14.88,,
